"StockDatabaseID","StockKey","StockKeyLabel","StockKeyDescription","PreviousStockKey","PreviousStockKeyLabel","ActiveYear","SpeciesScientificName","SpeciesCommonName","EcoRegion","ExpertGroup","ExpertGroupDescription","AdviceDraftingGroup","AdviceDraftingGroupDescription","DataCategory","YearOfLastAssessment","AssessmentFrequency","YearOfNextAssessment","AssessmentType","AdviceReleaseDate","AdviceCategory","AdviceType","UseOfDiscardsInAdvice","PABufferApplied","TrophicGuild","FisheriesGuild","SizeGuild","Published","GeneratedOn","SectionNumber","AssessmentKey","ModifiedDate","ModelType","ModelName"
3220,169217,"rji.27.67","Sandy ray (Leucoraja circularis) in subareas 6-7 (West of Scotland, southern Celtic Seas, English Channel)",136655,"rji-celt",2023,"Leucoraja circularis","Sandy ray","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","5.2",2022,2,2024,"no assessment",NA,"PA","Landings","Not used","Yes in year(s) 2014, 2018, 2022","demersal omnivore","Elasmobranch","large rays",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.49",NA,"2022-10-13T10:38:41.34+01:00",NA,NA
3221,169287,"syc.27.67a-ce-j","Lesser spotted dogfish (Scyliorhinus canicula) in Subarea 6 and divisions 7.a-c and 7.e-j  (West of Scotland, Irish Sea, southern Celtic Seas)",136727,"syc-celt",2023,"Scyliorhinus canicula","Lesser-spotted dogfish","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2023,2,2025,"Trends biomass index and length-based indicator",NA,"MSY","Landings","Not used","Yes in year(s) 2019","demersal benthivore","Elasmobranch","large sharks",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.64",18328,"2023-10-13T12:42:23.757+01:00",NA,NA
3222,169290,"sdv.27.nea","Smooth-hound (Mustelus spp.) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136728,"trk-nea",2023,"Mustelus asterias","Smooth-hound","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2023,2,2025,"Trends biomass index and length-based indicator",NA,"MSY","Landings","Not used","Yes in year(s) 2015, 2021","demersal benthivore","Elasmobranch","large sharks",TRUE,"2024-03-07T13:44:23.607+01:00","9.3.41",18331,"2023-10-13T12:49:49.303+01:00",NA,NA
3223,169219,"rjm.27.67bj","Spotted ray (Raja montagui) in Subarea 6 and divisions 7.b and 7.j (West of Scotland, west and southwest of Ireland)",140784,"rjm-67bj",2023,"Raja montagui","Spotted ray","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2022,2,2024,"Trends from biomass index and length-based indicators",NA,"MSY","Landings","Not used","Yes in year(s) 2014, 2020","demersal benthivore","Elasmobranch","medium demersal",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.52",NA,"2022-09-30T07:52:40.097+01:00",NA,NA
3224,169228,"rju.27.7bj","Undulate ray (Raja undulata) in divisions 7.b and 7.j (west and southwest of Ireland)",140786,"rju-7bj",2023,"Raja undulata","Undulate ray","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2022,2,2024,"no assessment",NA,"PA","Catches","Not used","No","demersal omnivore","Elasmobranch","large rays",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.51",NA,"2022-10-13T10:40:03.33+01:00",NA,NA
3225,169261,"sho.27.67","Black-mouth dogfish (Galeus melastomus) in subareas 6 and 7 (West of Scotland, southern Celtic Seas, and English Channel)",140787,"sho-celt",2023,"Galeus melastomus","Black-mouth dogfish","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.9",2023,4,2027,"Survey trends-based assessment",NA,"MSY","Landings","Not used","Yes in year(s) 2021","demersal piscivore","Elasmobranch","medium demersal",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.56",18348,"2023-10-13T12:26:57.957+01:00",NA,NA
3226,169125,"her.27.5a","Herring (Clupea harengus) in Division 5.a, summer-spawning herring (Iceland grounds)",136562,"her-vasu",2023,"Clupea harengus","Herring","Greenland Sea Ecoregion, Iceland Sea Ecoregion","NWWG","North-Western Working Group","ADGANW","Advice Drafting Group for Arctic and North-Western fish stocks","1",2023,1,2024,"Age-structured model (NFT-ADAPT)",NA,"MP","Catches","not used","NA","pelagic planktivore","Pelagic","medium pelagic",TRUE,"2024-03-07T13:44:23.607+01:00","2.3.8",17911,"2023-06-20T16:59:58.95+01:00","A","ADAPT"
3227,169061,"bli.27.5a14","Blue ling (Molva dypterygia) in Subarea 14 and Division 5.a (East Greenland and Iceland grounds)",136492,"bli-5a14",2023,"Molva dypterygia","Blue ling","Greenland Sea Ecoregion, Iceland Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.3",2022,2,2024,"Survey trends-based assessment",NA,"MSY","Catches","not used","Yes in year(s) 2018, 2019","demersal piscivore","Demersal","medium demersal",TRUE,"2024-03-07T13:44:23.607+01:00","9.3.7",NA,"2023-05-24T12:44:07.767+01:00",NA,NA
3228,169297,"usk.27.5a14","Tusk (Brosme brosme) in Subarea 14 and Division 5.a (East Greenland, and Iceland grounds)",136733,"usk-icel",2023,"Brosme brosme","Tusk","Greenland Sea Ecoregion, Iceland Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","1",2023,1,2024,"Age- and length-structured model (Gadget)",NA,"MP","Catches","Not used","NA","demersal piscivore","Demersal","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","9.3.48",18195,"2023-11-14T09:42:59.6+01:00","AL","SAM"
3229,169162,"nep.fu.32","Norway lobster (Nephrops norvegicus) in Division 4.a, Functional Unit 32 (northern North Sea, Norway Deep)",136603,"nep-32",2023,"Nephrops norvegicus","Norway lobster","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","4.14",2022,2,2024,"no assessment",NA,"PA","Catches","not used","No","crustacean","Crustacean","crustacean",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.14",NA,"2022-11-04T11:51:17.937+01:00",NA,NA
3230,169102,"gfb.27.nea","Greater forkbeard (Phycis blennoides) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)",136531,"gfb-comb",2023,"Phycis blennoides","Greater forkbeard","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2022,2,2024,"Survey trends-based assessment",NA,"PA","Landings","not used","Yes in year(s) 2016, 2020","benthopelagic benthivore","Demersal","large benthopelagic",TRUE,"2024-03-07T13:44:23.607+01:00","9.3.20",NA,"2022-09-30T12:56:03.883+01:00",NA,NA
3231,169195,"raj.27.89a","Other rays and skates (Rajidae) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136636,"raj-89a",2023,"Rajidae","Rays and skates","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","5.9",2022,2,2024,"no assessment",NA,"No advice","No advice","not used","Yes in year(s) 2014","demersal benthivore","Elasmobranch","demersal",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.11",NA,"2022-10-10T10:52:31.92+01:00",NA,NA
3232,169256,"sbr.27.6-8","Blackspot seabream (Pagellus bogaraveo) in subareas 6-8 (Celtic Seas, the English Channel, and Bay of Biscay)",136693,"sbr-678",2023,"Pagellus bogaraveo","Blackspot seabream","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","6.3",2022,2,2024,"no assessment",NA,"PA","Catches","Not used","No","benthopelagic benthivore","Demersal","medium benthopelagic",TRUE,"2024-03-07T13:44:23.607+01:00","9.3.35",NA,"2022-09-30T12:59:59.61+01:00",NA,NA
3233,169201,"rjb.27.89a","Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136640,"rjb-89a",2023,"Dipturus batis","Common skate","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2022,2,2024,"no assessment",NA,"PA/Stock status only","No advice","not used","No","demersal omnivore","Elasmobranch","large rays",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.21",NA,"2022-10-10T13:30:56.307+01:00",NA,NA
3234,169221,"rjm.27.8","Spotted ray (Raja montagui) in  Subarea 8 (Bay of Biscay)",136658,"rjm-bisc",2023,"Raja montagui","Spotted ray","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2022,2,2024,"Trends from biomass index and length-based indicators",NA,"MSY","Landings","Not used","Yes in year(s) 2015, 2018","demersal benthivore","Elasmobranch","medium demersal",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.30",NA,"2022-09-30T11:22:10.32+01:00",NA,NA
3235,169225,"rjn.27.8c","Cuckoo ray (Leucoraja naevus) in Division 8.c (Cantabrian Sea)",141065,"rjn-8c",2023,"Leucoraja naevus","Cuckoo ray","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2022,2,2024,"Trends on biomass index and length-based indicators",NA,"MSY","Catches","Used for the first time in 2020. Discards have been estimated for the main fleet.","Yes in year(s) 2018","demersal omnivore","Elasmobranch","medium rays",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.28",NA,"2022-10-13T10:34:10.813+01:00",NA,NA
3236,169286,"syc.27.8abd","Lesser spotted dogfish (Scyliorhinus canicula) in divisions 8.a-b and 8.d (Bay of Biscay)",136726,"syc-bisc",2023,"Scyliorhinus canicula","Lesser-spotted dogfish","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.9",2023,2,2025,"Trends biomass index and length-based indicator",NA,"MSY","Landings","not used","Yes in year(s) 2017","demersal benthivore","Elasmobranch","large sharks",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.37",18420,"2023-10-13T12:40:45.38+01:00",NA,NA
3237,169260,"sho.27.89a","Black-mouth dogfish (Galeus melastomus) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",140782,"sho-89a",2023,"Galeus melastomus","Black-mouth dogfish","Bay of Biscay and the Iberian Coast Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.9",2023,4,2027,"Survey trends-based assessment",NA,"MSY","No advice","Not used","Yes in year(s) 2015","demersal piscivore","Elasmobranch","medium demersal",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.34",18344,"2023-10-13T12:50:22.057+01:00",NA,NA
3238,169304,"whg.27.89a","Whiting (Merlangius merlangus) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136740,"whg-89a",2023,"Merlangius merlangus","Whiting","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","3.2",2023,2,2025,"no assessment",NA,"PA","Catches","Used","Yes in year(s) 2015, 2019","demersal piscivore","Demersal","medium benthopelagic",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.39",18222,"2023-06-29T14:33:48.067+01:00",NA,NA
3239,169182,"ple.27.7bc","Plaice (Pleuronectes platessa) in divisions 7.b-c (West of Ireland)",136621,"ple-7b-c",2023,"Pleuronectes platessa","Plaice","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","6.2",2023,3,2026,"no assessment",NA,"PA","Catches","not used","Yes in year(s) 2017, 2020, 2023","demersal benthivore","Benthic","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.32",18232,"2023-07-06T15:33:09.687+01:00",NA,NA
3240,169183,"ple.27.7h-k","Plaice (Pleuronectes platessa) in divisions 7.h-k (Celtic Sea South, southwest of Ireland)",136622,"ple-7h-k",2023,"Pleuronectes platessa","Plaice","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","3.2",2022,2,2024,"Age-based analytical assessment (XSA) indicative of stock trends.",NA,"MSY","Landings","not used","Yes in year(s) 2013, 2016","demersal benthivore","Benthic","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.31",NA,"2022-11-01T15:41:30.197+01:00","A","XSA"
3241,169109,"had.27.7b-k","Haddock (Melanogrammus aeglefinus) in Divisions 7.b-k (southern Celtic Seas and English Channel)",136540,"had-7b-k",2023,"Melanogrammus aeglefinus","Haddock","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1",2023,1,2024,"Analytical age-based assessment (State-space fish stock assessment model; SAM) that uses catches in the model and the forecast",NA,"MSY","Catches","Assessment","NA","demersal piscivore","Demersal","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.24",18467,"2023-11-14T09:12:00.95+01:00","A","SAM"
3242,169269,"sol.27.7bc","Sole (Solea solea) in divisions 7.b and 7.c (West of Ireland)",136709,"sol-7b-c",2023,"Solea solea","Sole","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","6.2",2023,3,2026,"no assessment",NA,"PA","Catches","Not used","Yes in year(s) 2012, 2017, 2020, 2023","demersal benthivore","Benthic","medium demersal",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.57",18231,"2023-06-29T08:27:04.003+01:00",NA,NA
3243,169270,"sol.27.7h-k","Sole (Solea solea) in Divisions 7.h-k (Celtic Sea South, southwest of Ireland)",136710,"sol-7h-k",2023,"Solea solea","Sole","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","5",2023,3,2026,"No assessment",NA,"PA","Catches","Not used","Yes in year(s) 2020, 2023","demersal benthivore","Benthic","medium demersal",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.58",18234,"2023-11-14T10:24:23.087+01:00","O",NA
3244,169184,"ple.27.89a","Plaice (Pleuronectes platessa) in Subarea 8 and Division 9.a (Bay of Biscay and Atlantic Iberian waters)",136623,"ple-89a",2023,"Pleuronectes platessa","Plaice","Bay of Biscay and the Iberian Coast Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGBIE","Working Group for the Bay of Biscay and the Iberic Waters Ecoregion","ADGBBI","Bay of Biscay Advice Drafting Group","5.2",2023,2,2025,"no assessment",NA,"PA","Landings","not used","Yes in year(s) 2015, 2019, 2023","demersal benthivore","Benthic","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","7.3.6",18016,"2023-06-29T14:26:58.38+01:00",NA,NA
3245,169194,"raj.27.3a47d","Other rays and skates (Rajidae) in Subarea 4 and in divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)",136635,"raj-347d",2023,"Rajidae","Rays and skates","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.9",2023,4,2027,"no assessment",NA,"PA","No advice","Not used","No","demersal benthivore","Elasmobranch","demersal",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.27",18264,"2023-10-12T12:56:18.797+01:00",NA,NA
3246,169218,"rjm.27.3a47d","Spotted ray (Raja montagui) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)",136656,"rjm-347d",2023,"Raja montagui","Spotted ray","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","2",2023,2,2025,"Survey trends-based assessment",NA,"MSY","Catches","yes","NA","demersal benthivore","Elasmobranch","medium demersal",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.34",18340,"2024-01-09T11:10:11.197+01:00","B","SPiCT"
3247,169284,"syc.27.3a47d","Lesser spotted dogfish (Scyliorhinus canicula) in Subarea 4 and divisions 3.a and 7.d (North Sea, Skagerrak and Kattegat, eastern English Channel)",136724,"syc-347d",2023,"Scyliorhinus canicula","Lesser-spotted dogfish","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3",2023,2,2025,"Trends biomass index and length-based indicator",NA,"MSY","Landings","Not used","Yes in year(s) 2019","demersal benthivore","Elasmobranch","large sharks",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.52",18346,"2023-10-13T12:44:35.297+01:00",NA,NA
3248,169200,"rjb.27.3a4","Common skate complex (Blue skate (Dipturus batis) and flapper skate (Dipturus intermedius) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)",140790,"rjb-34",2023,"Dipturus batis","Common skate","Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","6.3",2023,4,2027,"no assessment",NA,"PA","Landings","not used","No","demersal omnivore","Elasmobranch","large rays",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.28",18355,"2023-10-12T13:13:18.573+01:00",NA,NA
3249,169203,"rjc.27.3a47d","Thornback ray (Raja clavata) in Subarea 4 and in divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)",140791,"rjc-347d",2023,"Raja clavata","Thornback ray","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","2",2023,2,2025,"Survey trends-based assessment",NA,"MSY","Catches","yes","NA","demersal benthivore","Elasmobranch","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.29",18342,"2024-01-09T11:08:57.807+01:00","B","SPiCT"
3250,169213,"rjh.27.4c7d","Blonde ray (Raja brachyura) in divisions 4.c and 7.d (southern North Sea and eastern English Channel)",140792,"rjh-4c7d",2023,"Raja brachyura","Blonde ray","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","2",2023,2,2025,"Survey trends-based assessment",NA,"MSY","Catches","yes","NA","demersal benthivore","Elasmobranch","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.24",18341,"2024-01-09T11:09:35.9+01:00","B","SPiCT"
3251,169212,"rjh.27.4a6","Blonde ray (Raja brachyura) in Subarea 6 and Division 4.a (North Sea and West of Scotland)",140783,"rjh-4aVI",2023,"Raja brachyura","Blonde ray","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","5.2",2023,4,2027,"no assessment",NA,"PA","Landings","Not used","Yes in year(s) 2015, 2018, 2021","demersal benthivore","Elasmobranch","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.46",18255,"2023-10-12T13:16:35.937+01:00",NA,NA
3252,169223,"rjn.27.3a4","Cuckoo ray (Leucoraja naevus) in Subarea 4 and Division 3.a (North Sea, Skagerrak and Kattegat)",140794,"rjn-34",2023,"Leucoraja naevus","Cuckoo ray","Greater North Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.2",2023,2,2025,"Trends biomass index and length-based indicator",NA,"MSY","Landings","Not used","Yes in year(s) 2017, 2021","demersal omnivore","Elasmobranch","medium rays",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.35",18322,"2023-10-13T12:52:35.713+01:00",NA,NA
3253,169227,"rjr.27.23a4","Starry ray (Amblyraja radiata) in Subareas 2 and 4, and Division 3.a  (Norwegian Sea, North Sea, Skagerrak and Kattegat)",140795,"rjr-234",2023,"Amblyraja radiata","Starry ray","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion","WGEF","Working Group on Elasmobranch Fishes","ADGEF","Elasmobranch Stocks Advice Drafting Group","3.14",2023,4,2027,"Trends biomass index and length-based indicator",NA,"MSY","No directed fisheries","Not used","Yes in year(s) 2015","na","Elasmobranch","na",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.36",18294,"2023-10-13T12:52:49.75+01:00",NA,NA
3254,169235,"rng.27.3a","Roundnose grenadier (Coryphaenoides rupestris) in Division 3.a (Skagerrak and Kattegat)",136672,"rng-kask",2023,"Coryphaenoides rupestris","Roundnose grenadier","Greater North Sea Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","3.2",2022,2,2024,"Trend based assessment",NA,"PA","Catches","used","Yes in year(s) 2018","pelagic crustaceavore","Demersal","large bathypelagic",TRUE,"2024-03-07T13:44:23.607+01:00","9.3.37",NA,"2022-09-30T12:58:11.507+01:00",NA,NA
3255,169063,"bli.27.nea","Blue ling (Molva dypterygia) in Subareas 1, 2, 8, 9, and 12, and Divisions 3.a and 4.a (other areas)",136495,"bli-oth",2023,"Molva dypterygia","Blue ling","Arctic Ocean Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGDEEP","Working Group on the Biology and Assessment of Deep-sea Fisheries Resources","ADGDEEP","Deep see stocks advice drafting group","5.3",2023,4,2027,"Catch trends-based assessment",NA,"PA","Catches","not used","No","demersal piscivore","Demersal","medium demersal",TRUE,"2024-03-07T13:44:23.607+01:00","9.3.9",17995,"2023-05-22T15:56:51.94+01:00",NA,NA
3256,169307,"whg.27.6b","Whiting (Merlangius merlangus) in Division 6.b (Rockall)",136743,"whg-rock",2023,"Merlangius merlangus","Whiting","Celtic Seas Ecoregion, Faroes Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","6.2",2021,3,2024,"no assessment",NA,"PA","Catches","Not used","Yes in year(s) 2012, 2021","demersal piscivore","Demersal","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.66",NA,"2023-01-05T10:56:46.45+01:00",NA,NA
3257,169087,"cod.27.6b","Cod (Gadus morhua) in Division 6.b (Rockall)",136520,"cod-rock",2023,"Gadus morhua","Cod","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","6.2",2023,3,2026,"no assessment",NA,"PA","Catches","not used","Yes in year(s) 2017, 2023","demersal piscivore","Demersal","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.16",18045,"2023-12-08T09:14:31.377+01:00",NA,NA
3258,169088,"cod.27.6a","Cod (Gadus morhua) in Division 6.a (West of Scotland)",136521,"cod-scow",2023,"Gadus morhua","Cod","Celtic Seas Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGCS","Celtic Sea Advice Drafting Group","1.2",2022,2,2024,"SAM model",NA,"MSY","No directed fisheries","Assessment","NA","demersal piscivore","Demersal","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.12",NA,"2023-04-26T09:30:23.187+01:00","AL","SAM"
3259,169054,"anf.27.3a46","Anglerfish (Lophius budegassa, Lophius piscatorius) in Subareas 4 and 6, and Division 3.a (North Sea, Rockall and West of Scotland, Skagerrak and Kattegat)",136487,"ang-ivvi",2023,"Lophius budegassa, Lophius piscatorius","Anglerfish","Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","WGCSE","Working Group for the Celtic Seas Ecoregion","ADGNEPH","Celtic Sea Nephrops, anglerfish and Rockall megrim Advice Drafting Group","3",2022,2,2024,"Survey biomass trend applying the rfb rule for advice",NA,"MSY","Catches","","Yes in year(s) 2019","demersal piscivore","Benthic","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","5.3.2",NA,"2023-11-14T08:13:48.857+01:00","O","Unknown"
3260,169180,"ple.27.21-23","Plaice (Pleuronectes platessa) in subdivisions 21-23 (Kattegat, Belt Seas, and the Sound)",136618,"ple-2123",2023,"Pleuronectes platessa","Plaice","Baltic Sea Ecoregion","WGBFAS","Baltic Fisheries Assessment Working Group","ADGBS","Baltic Sea Advice Drafting Group","1",2023,1,2024,"Age-based analytical assessment SAM (",NA,"MSY","Catches","assessment","NA","demersal benthivore","Benthic","large demersal",TRUE,"2024-03-07T13:44:23.607+01:00","",17809,"2023-05-31T12:55:59.177+01:00","A","SAM"
3261,169105,"gug.27.3a47d","Grey gurnard (Eutrigla gurnardus) in Subarea 4 and divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)",136534,"gug-347d",2023,"Eutrigla gurnardus","Grey gurnard","Greater North Sea Ecoregion","WGNSSK","Working Group on the Assessment of Demersal Stocks in the North Sea and Skagerrak","ADGNS","Advice Drafting Group for North Sea stocks","3",2022,2,2024,"Method 2.2. RB rule. Survey trend-based assessment.",NA,"No advice","Catches","","No","demersal piscivore","Demersal","medium demersal",TRUE,"2024-03-07T13:44:23.607+01:00","6.3.6",NA,"2023-01-09T12:01:06.307+01:00",NA,NA
